module_code,course_name,course_provider,course_level,module_name,difficulty_level,keywords,link,,,,,,,,
DA6966,Data Science Course,edX,Expert,Intermediate Concepts in Expert Data Science Course,Medium,"data science, big data, analysis, statistics",https://edx.com/data-science/expert,,,,,,,,
WE6967,Web Development Course,Udemy,Beginner,Intermediate Concepts in Beginner Web Development Course,Medium,"web development, frontend, backend, full-stack",https://udemy.com/web-development/beginner,,,,,,,,
DA6968,Data Science Course,Google Developers,Expert,Intermediate Concepts in Expert Data Science Course,Medium,"data science, big data, analysis, statistics",https://googledevelopers.com/data-science/expert,,,,,,,,
CY6969,Cybersecurity Course,Coursera,Beginner,Advanced Topics in Beginner Cybersecurity Course,Hard,"cybersecurity, information security, encryption",https://coursera.com/cybersecurity/beginner,,,,,,,,
WE6970,Web Development Course,LinkedIn Learning,Beginner,Intermediate Concepts in Beginner Web Development Course,Medium,"web development, frontend, backend, full-stack",https://linkedinlearning.com/web-development/beginner,,,,,,,,
DA6971,Data Science Course,Udemy,Intermediate,Intermediate Concepts in Intermediate Data Science Course,Medium,"data science, big data, analysis, statistics",https://udemy.com/data-science/intermediate,,,,,,,,
MO6972,Mobile App Development Course,Udemy,Beginner,Introduction to Beginner Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://udemy.com/mobile-app-development/beginner,,,,,,,,
MA6973,Machine Learning Course,edX,Expert,Advanced Topics in Expert Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://edx.com/machine-learning/expert,,,,,,,,
SO6974,Software Engineering Course,Udemy,Intermediate,Intermediate Concepts in Intermediate Software Engineering Course,Medium,"software engineering, programming, coding, development",https://udemy.com/software-engineering/intermediate,,,,,,,,
UI6975,UI/UX Design Course,Coursera,Intermediate,Advanced Topics in Intermediate UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://coursera.com/ui/ux-design/intermediate,,,,,,,,
AI6976,AI Course,edX,Expert,Introduction to Expert AI Course,Easy,"AI, deep learning, machine learning",https://edx.com/ai/expert,,,,,,,,
UI6977,UI/UX Design Course,Google Developers,Expert,Intermediate Concepts in Expert UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://googledevelopers.com/ui/ux-design/expert,,,,,,,,
IO6978,IoT Course,Pluralsight,Intermediate,Advanced Topics in Intermediate IoT Course,Hard,"IoT, internet of things, smart devices",https://pluralsight.com/iot/intermediate,,,,,,,,
AI6979,AI Course,edX,Intermediate,Introduction to Intermediate AI Course,Easy,"AI, deep learning, machine learning",https://edx.com/ai/intermediate,,,,,,,,
CL6980,Cloud Computing Course,Google Developers,Expert,Intermediate Concepts in Expert Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://googledevelopers.com/cloud-computing/expert,,,,,,,,
DA6981,Data Science Course,Google Developers,Intermediate,Introduction to Intermediate Data Science Course,Easy,"data science, big data, analysis, statistics",https://googledevelopers.com/data-science/intermediate,,,,,,,,
UI6982,UI/UX Design Course,Google Developers,Expert,Introduction to Expert UI/UX Design Course,Easy,"UI, UX, design, user experience, user interface",https://googledevelopers.com/ui/ux-design/expert,,,,,,,,
MO6983,Mobile App Development Course,Pluralsight,Beginner,Introduction to Beginner Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://pluralsight.com/mobile-app-development/beginner,,,,,,,,
WE6984,Web Development Course,Udemy,Beginner,Intermediate Concepts in Beginner Web Development Course,Medium,"web development, frontend, backend, full-stack",https://udemy.com/web-development/beginner,,,,,,,,
AI6985,AI Course,Pluralsight,Beginner,Intermediate Concepts in Beginner AI Course,Medium,"AI, deep learning, machine learning",https://pluralsight.com/ai/beginner,,,,,,,,
IO6986,IoT Course,Udemy,Expert,Advanced Topics in Expert IoT Course,Hard,"IoT, internet of things, smart devices",https://udemy.com/iot/expert,,,,,,,,
AI6987,AI Course,Udemy,Intermediate,Advanced Topics in Intermediate AI Course,Hard,"AI, deep learning, machine learning",https://udemy.com/ai/intermediate,,,,,,,,
DE6988,DevOps Course,Coursera,Beginner,Introduction to Beginner DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://coursera.com/devops/beginner,,,,,,,,
SO6989,Software Engineering Course,Pluralsight,Expert,Advanced Topics in Expert Software Engineering Course,Hard,"software engineering, programming, coding, development",https://pluralsight.com/software-engineering/expert,,,,,,,,
DE6990,DevOps Course,edX,Expert,Intermediate Concepts in Expert DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://edx.com/devops/expert,,,,,,,,
UI6991,UI/UX Design Course,Udemy,Intermediate,Intermediate Concepts in Intermediate UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://udemy.com/ui/ux-design/intermediate,,,,,,,,
SO6992,Software Engineering Course,Google Developers,Intermediate,Intermediate Concepts in Intermediate Software Engineering Course,Medium,"software engineering, programming, coding, development",https://googledevelopers.com/software-engineering/intermediate,,,,,,,,
BL6993,Blockchain Course,Udemy,Intermediate,Advanced Topics in Intermediate Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://udemy.com/blockchain/intermediate,,,,,,,,
MA6994,Machine Learning Course,Pluralsight,Intermediate,Advanced Topics in Intermediate Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://pluralsight.com/machine-learning/intermediate,,,,,,,,
CL6995,Cloud Computing Course,Google Developers,Expert,Introduction to Expert Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://googledevelopers.com/cloud-computing/expert,,,,,,,,
MO6996,Mobile App Development Course,Google Developers,Intermediate,Introduction to Intermediate Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://googledevelopers.com/mobile-app-development/intermediate,,,,,,,,
CL6997,Cloud Computing Course,edX,Beginner,Advanced Topics in Beginner Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://edx.com/cloud-computing/beginner,,,,,,,,
UI6998,UI/UX Design Course,Udemy,Beginner,Intermediate Concepts in Beginner UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://udemy.com/ui/ux-design/beginner,,,,,,,,
CY6999,Cybersecurity Course,edX,Beginner,Introduction to Beginner Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://edx.com/cybersecurity/beginner,,,,,,,,
MA7000,Machine Learning Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://linkedinlearning.com/machine-learning/beginner,,,,,,,,
CY7001,Cybersecurity Course,edX,Expert,Intermediate Concepts in Expert Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://edx.com/cybersecurity/expert,,,,,,,,
IO7002,IoT Course,LinkedIn Learning,Expert,Introduction to Expert IoT Course,Easy,"IoT, internet of things, smart devices",https://linkedinlearning.com/iot/expert,,,,,,,,
WE7003,Web Development Course,Google Developers,Beginner,Intermediate Concepts in Beginner Web Development Course,Medium,"web development, frontend, backend, full-stack",https://googledevelopers.com/web-development/beginner,,,,,,,,
MA7004,Machine Learning Course,Coursera,Intermediate,Advanced Topics in Intermediate Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://coursera.com/machine-learning/intermediate,,,,,,,,
DE7005,DevOps Course,edX,Beginner,Intermediate Concepts in Beginner DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://edx.com/devops/beginner,,,,,,,,
CY7006,Cybersecurity Course,edX,Beginner,Introduction to Beginner Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://edx.com/cybersecurity/beginner,,,,,,,,
UI7007,UI/UX Design Course,Udemy,Intermediate,Advanced Topics in Intermediate UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://udemy.com/ui/ux-design/intermediate,,,,,,,,
AI7008,AI Course,LinkedIn Learning,Intermediate,Advanced Topics in Intermediate AI Course,Hard,"AI, deep learning, machine learning",https://linkedinlearning.com/ai/intermediate,,,,,,,,
DA7009,Data Science Course,Udemy,Intermediate,Intermediate Concepts in Intermediate Data Science Course,Medium,"data science, big data, analysis, statistics",https://udemy.com/data-science/intermediate,,,,,,,,
SO7010,Software Engineering Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate Software Engineering Course,Medium,"software engineering, programming, coding, development",https://linkedinlearning.com/software-engineering/intermediate,,,,,,,,
SO7011,Software Engineering Course,LinkedIn Learning,Beginner,Intermediate Concepts in Beginner Software Engineering Course,Medium,"software engineering, programming, coding, development",https://linkedinlearning.com/software-engineering/beginner,,,,,,,,
DA7012,Data Science Course,Udemy,Intermediate,Intermediate Concepts in Intermediate Data Science Course,Medium,"data science, big data, analysis, statistics",https://udemy.com/data-science/intermediate,,,,,,,,
DA7013,Data Science Course,Coursera,Intermediate,Introduction to Intermediate Data Science Course,Easy,"data science, big data, analysis, statistics",https://coursera.com/data-science/intermediate,,,,,,,,
DA7014,Data Science Course,edX,Beginner,Advanced Topics in Beginner Data Science Course,Hard,"data science, big data, analysis, statistics",https://edx.com/data-science/beginner,,,,,,,,
AI7015,AI Course,LinkedIn Learning,Expert,Advanced Topics in Expert AI Course,Hard,"AI, deep learning, machine learning",https://linkedinlearning.com/ai/expert,,,,,,,,
DE7016,DevOps Course,Udemy,Intermediate,Advanced Topics in Intermediate DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://udemy.com/devops/intermediate,,,,,,,,
IO7017,IoT Course,Udemy,Expert,Intermediate Concepts in Expert IoT Course,Medium,"IoT, internet of things, smart devices",https://udemy.com/iot/expert,,,,,,,,
AI7018,AI Course,edX,Beginner,Advanced Topics in Beginner AI Course,Hard,"AI, deep learning, machine learning",https://edx.com/ai/beginner,,,,,,,,
CY7019,Cybersecurity Course,Pluralsight,Intermediate,Intermediate Concepts in Intermediate Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://pluralsight.com/cybersecurity/intermediate,,,,,,,,
SO7020,Software Engineering Course,edX,Beginner,Introduction to Beginner Software Engineering Course,Easy,"software engineering, programming, coding, development",https://edx.com/software-engineering/beginner,,,,,,,,
DA7021,Data Science Course,edX,Intermediate,Intermediate Concepts in Intermediate Data Science Course,Medium,"data science, big data, analysis, statistics",https://edx.com/data-science/intermediate,,,,,,,,
DA7022,Data Science Course,Pluralsight,Beginner,Advanced Topics in Beginner Data Science Course,Hard,"data science, big data, analysis, statistics",https://pluralsight.com/data-science/beginner,,,,,,,,
CL7023,Cloud Computing Course,Google Developers,Beginner,Introduction to Beginner Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://googledevelopers.com/cloud-computing/beginner,,,,,,,,
AI7024,AI Course,Coursera,Beginner,Advanced Topics in Beginner AI Course,Hard,"AI, deep learning, machine learning",https://coursera.com/ai/beginner,,,,,,,,
CL7025,Cloud Computing Course,Google Developers,Expert,Advanced Topics in Expert Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://googledevelopers.com/cloud-computing/expert,,,,,,,,
WE7026,Web Development Course,Pluralsight,Expert,Intermediate Concepts in Expert Web Development Course,Medium,"web development, frontend, backend, full-stack",https://pluralsight.com/web-development/expert,,,,,,,,
MA7027,Machine Learning Course,Pluralsight,Expert,Intermediate Concepts in Expert Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://pluralsight.com/machine-learning/expert,,,,,,,,
SO7028,Software Engineering Course,Udemy,Intermediate,Introduction to Intermediate Software Engineering Course,Easy,"software engineering, programming, coding, development",https://udemy.com/software-engineering/intermediate,,,,,,,,
CL7029,Cloud Computing Course,Coursera,Expert,Introduction to Expert Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://coursera.com/cloud-computing/expert,,,,,,,,
IO7030,IoT Course,Udemy,Intermediate,Intermediate Concepts in Intermediate IoT Course,Medium,"IoT, internet of things, smart devices",https://udemy.com/iot/intermediate,,,,,,,,
WE7031,Web Development Course,Google Developers,Beginner,Intermediate Concepts in Beginner Web Development Course,Medium,"web development, frontend, backend, full-stack",https://googledevelopers.com/web-development/beginner,,,,,,,,
MO7032,Mobile App Development Course,Udemy,Beginner,Intermediate Concepts in Beginner Mobile App Development Course,Medium,"mobile app development, Android, iOS, Flutter",https://udemy.com/mobile-app-development/beginner,,,,,,,,
AI7033,AI Course,Pluralsight,Intermediate,Introduction to Intermediate AI Course,Easy,"AI, deep learning, machine learning",https://pluralsight.com/ai/intermediate,,,,,,,,
AI7034,AI Course,Coursera,Expert,Introduction to Expert AI Course,Easy,"AI, deep learning, machine learning",https://coursera.com/ai/expert,,,,,,,,
MA7035,Machine Learning Course,Google Developers,Beginner,Advanced Topics in Beginner Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://googledevelopers.com/machine-learning/beginner,,,,,,,,
DE7036,DevOps Course,Google Developers,Intermediate,Introduction to Intermediate DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://googledevelopers.com/devops/intermediate,,,,,,,,
WE7037,Web Development Course,Pluralsight,Beginner,Introduction to Beginner Web Development Course,Easy,"web development, frontend, backend, full-stack",https://pluralsight.com/web-development/beginner,,,,,,,,
AI7038,AI Course,Udemy,Expert,Introduction to Expert AI Course,Easy,"AI, deep learning, machine learning",https://udemy.com/ai/expert,,,,,,,,
AI7039,AI Course,Pluralsight,Intermediate,Advanced Topics in Intermediate AI Course,Hard,"AI, deep learning, machine learning",https://pluralsight.com/ai/intermediate,,,,,,,,
AI7040,AI Course,Pluralsight,Expert,Advanced Topics in Expert AI Course,Hard,"AI, deep learning, machine learning",https://pluralsight.com/ai/expert,,,,,,,,
UI7041,UI/UX Design Course,Coursera,Beginner,Intermediate Concepts in Beginner UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://coursera.com/ui/ux-design/beginner,,,,,,,,
CY7042,Cybersecurity Course,edX,Beginner,Advanced Topics in Beginner Cybersecurity Course,Hard,"cybersecurity, information security, encryption",https://edx.com/cybersecurity/beginner,,,,,,,,
AI7043,AI Course,Pluralsight,Intermediate,Introduction to Intermediate AI Course,Easy,"AI, deep learning, machine learning",https://pluralsight.com/ai/intermediate,,,,,,,,
MO7044,Mobile App Development Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://linkedinlearning.com/mobile-app-development/beginner,,,,,,,,
CY7045,Cybersecurity Course,edX,Expert,Advanced Topics in Expert Cybersecurity Course,Hard,"cybersecurity, information security, encryption",https://edx.com/cybersecurity/expert,,,,,,,,
MO7046,Mobile App Development Course,Udemy,Expert,Intermediate Concepts in Expert Mobile App Development Course,Medium,"mobile app development, Android, iOS, Flutter",https://udemy.com/mobile-app-development/expert,,,,,,,,
CY7047,Cybersecurity Course,LinkedIn Learning,Beginner,Introduction to Beginner Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://linkedinlearning.com/cybersecurity/beginner,,,,,,,,
CL7048,Cloud Computing Course,Udemy,Beginner,Introduction to Beginner Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://udemy.com/cloud-computing/beginner,,,,,,,,
DA7049,Data Science Course,Udemy,Intermediate,Introduction to Intermediate Data Science Course,Easy,"data science, big data, analysis, statistics",https://udemy.com/data-science/intermediate,,,,,,,,
UI7050,UI/UX Design Course,Coursera,Expert,Advanced Topics in Expert UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://coursera.com/ui/ux-design/expert,,,,,,,,
DA7051,Data Science Course,Google Developers,Beginner,Introduction to Beginner Data Science Course,Easy,"data science, big data, analysis, statistics",https://googledevelopers.com/data-science/beginner,,,,,,,,
MO7052,Mobile App Development Course,LinkedIn Learning,Intermediate,Introduction to Intermediate Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://linkedinlearning.com/mobile-app-development/intermediate,,,,,,,,
CL7053,Cloud Computing Course,Pluralsight,Expert,Intermediate Concepts in Expert Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://pluralsight.com/cloud-computing/expert,,,,,,,,
SO7054,Software Engineering Course,Udemy,Beginner,Introduction to Beginner Software Engineering Course,Easy,"software engineering, programming, coding, development",https://udemy.com/software-engineering/beginner,,,,,,,,
MA7055,Machine Learning Course,Coursera,Expert,Introduction to Expert Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://coursera.com/machine-learning/expert,,,,,,,,
DE7056,DevOps Course,LinkedIn Learning,Expert,Advanced Topics in Expert DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://linkedinlearning.com/devops/expert,,,,,,,,
CL7057,Cloud Computing Course,Udemy,Intermediate,Advanced Topics in Intermediate Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://udemy.com/cloud-computing/intermediate,,,,,,,,
DE7058,DevOps Course,edX,Beginner,Introduction to Beginner DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://edx.com/devops/beginner,,,,,,,,
MO7059,Mobile App Development Course,LinkedIn Learning,Expert,Introduction to Expert Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://linkedinlearning.com/mobile-app-development/expert,,,,,,,,
CL7060,Cloud Computing Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://linkedinlearning.com/cloud-computing/beginner,,,,,,,,
MO7061,Mobile App Development Course,Google Developers,Beginner,Intermediate Concepts in Beginner Mobile App Development Course,Medium,"mobile app development, Android, iOS, Flutter",https://googledevelopers.com/mobile-app-development/beginner,,,,,,,,
AI7062,AI Course,Pluralsight,Expert,Intermediate Concepts in Expert AI Course,Medium,"AI, deep learning, machine learning",https://pluralsight.com/ai/expert,,,,,,,,
MA7063,Machine Learning Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://linkedinlearning.com/machine-learning/beginner,,,,,,,,
SO7064,Software Engineering Course,Pluralsight,Intermediate,Introduction to Intermediate Software Engineering Course,Easy,"software engineering, programming, coding, development",https://pluralsight.com/software-engineering/intermediate,,,,,,,,
IO7065,IoT Course,Google Developers,Intermediate,Introduction to Intermediate IoT Course,Easy,"IoT, internet of things, smart devices",https://googledevelopers.com/iot/intermediate,,,,,,,,
CL7066,Cloud Computing Course,Udemy,Expert,Intermediate Concepts in Expert Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://udemy.com/cloud-computing/expert,,,,,,,,
AI7067,AI Course,Google Developers,Expert,Introduction to Expert AI Course,Easy,"AI, deep learning, machine learning",https://googledevelopers.com/ai/expert,,,,,,,,
DE7068,DevOps Course,Google Developers,Beginner,Intermediate Concepts in Beginner DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://googledevelopers.com/devops/beginner,,,,,,,,
IO7069,IoT Course,LinkedIn Learning,Expert,Intermediate Concepts in Expert IoT Course,Medium,"IoT, internet of things, smart devices",https://linkedinlearning.com/iot/expert,,,,,,,,
UI7070,UI/UX Design Course,Coursera,Beginner,Intermediate Concepts in Beginner UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://coursera.com/ui/ux-design/beginner,,,,,,,,
CL7071,Cloud Computing Course,Pluralsight,Expert,Introduction to Expert Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://pluralsight.com/cloud-computing/expert,,,,,,,,
MA7072,Machine Learning Course,LinkedIn Learning,Intermediate,Introduction to Intermediate Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://linkedinlearning.com/machine-learning/intermediate,,,,,,,,
BL7073,Blockchain Course,LinkedIn Learning,Expert,Intermediate Concepts in Expert Blockchain Course,Medium,"blockchain, cryptocurrency, smart contracts",https://linkedinlearning.com/blockchain/expert,,,,,,,,
CL7074,Cloud Computing Course,Google Developers,Expert,Intermediate Concepts in Expert Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://googledevelopers.com/cloud-computing/expert,,,,,,,,
CL7075,Cloud Computing Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://linkedinlearning.com/cloud-computing/beginner,,,,,,,,
UI7076,UI/UX Design Course,Coursera,Intermediate,Intermediate Concepts in Intermediate UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://coursera.com/ui/ux-design/intermediate,,,,,,,,
UI7077,UI/UX Design Course,edX,Intermediate,Introduction to Intermediate UI/UX Design Course,Easy,"UI, UX, design, user experience, user interface",https://edx.com/ui/ux-design/intermediate,,,,,,,,
CL7078,Cloud Computing Course,Pluralsight,Beginner,Introduction to Beginner Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://pluralsight.com/cloud-computing/beginner,,,,,,,,
MO7079,Mobile App Development Course,Udemy,Beginner,Advanced Topics in Beginner Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://udemy.com/mobile-app-development/beginner,,,,,,,,
AI7080,AI Course,Udemy,Expert,Introduction to Expert AI Course,Easy,"AI, deep learning, machine learning",https://udemy.com/ai/expert,,,,,,,,
UI7081,UI/UX Design Course,Pluralsight,Beginner,Advanced Topics in Beginner UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://pluralsight.com/ui/ux-design/beginner,,,,,,,,
MA7082,Machine Learning Course,edX,Intermediate,Intermediate Concepts in Intermediate Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://edx.com/machine-learning/intermediate,,,,,,,,
WE7083,Web Development Course,LinkedIn Learning,Intermediate,Introduction to Intermediate Web Development Course,Easy,"web development, frontend, backend, full-stack",https://linkedinlearning.com/web-development/intermediate,,,,,,,,
MO7084,Mobile App Development Course,Google Developers,Expert,Introduction to Expert Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://googledevelopers.com/mobile-app-development/expert,,,,,,,,
IO7085,IoT Course,LinkedIn Learning,Beginner,Intermediate Concepts in Beginner IoT Course,Medium,"IoT, internet of things, smart devices",https://linkedinlearning.com/iot/beginner,,,,,,,,
MA7086,Machine Learning Course,Pluralsight,Expert,Advanced Topics in Expert Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://pluralsight.com/machine-learning/expert,,,,,,,,
WE7087,Web Development Course,Google Developers,Beginner,Advanced Topics in Beginner Web Development Course,Hard,"web development, frontend, backend, full-stack",https://googledevelopers.com/web-development/beginner,,,,,,,,
CY7088,Cybersecurity Course,Pluralsight,Expert,Introduction to Expert Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://pluralsight.com/cybersecurity/expert,,,,,,,,
DA7089,Data Science Course,Pluralsight,Intermediate,Intermediate Concepts in Intermediate Data Science Course,Medium,"data science, big data, analysis, statistics",https://pluralsight.com/data-science/intermediate,,,,,,,,
IO7090,IoT Course,Coursera,Beginner,Introduction to Beginner IoT Course,Easy,"IoT, internet of things, smart devices",https://coursera.com/iot/beginner,,,,,,,,
SO7091,Software Engineering Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate Software Engineering Course,Medium,"software engineering, programming, coding, development",https://linkedinlearning.com/software-engineering/intermediate,,,,,,,,
MO7092,Mobile App Development Course,Udemy,Intermediate,Advanced Topics in Intermediate Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://udemy.com/mobile-app-development/intermediate,,,,,,,,
BL7093,Blockchain Course,Pluralsight,Expert,Introduction to Expert Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://pluralsight.com/blockchain/expert,,,,,,,,
UI7094,UI/UX Design Course,Google Developers,Expert,Intermediate Concepts in Expert UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://googledevelopers.com/ui/ux-design/expert,,,,,,,,
BL7095,Blockchain Course,Udemy,Expert,Introduction to Expert Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://udemy.com/blockchain/expert,,,,,,,,
CY7096,Cybersecurity Course,Coursera,Intermediate,Intermediate Concepts in Intermediate Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://coursera.com/cybersecurity/intermediate,,,,,,,,
UI7097,UI/UX Design Course,Google Developers,Beginner,Introduction to Beginner UI/UX Design Course,Easy,"UI, UX, design, user experience, user interface",https://googledevelopers.com/ui/ux-design/beginner,,,,,,,,
MA7098,Machine Learning Course,Udemy,Beginner,Advanced Topics in Beginner Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://udemy.com/machine-learning/beginner,,,,,,,,
MO7099,Mobile App Development Course,Google Developers,Intermediate,Intermediate Concepts in Intermediate Mobile App Development Course,Medium,"mobile app development, Android, iOS, Flutter",https://googledevelopers.com/mobile-app-development/intermediate,,,,,,,,
MO7100,Mobile App Development Course,Coursera,Intermediate,Introduction to Intermediate Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://coursera.com/mobile-app-development/intermediate,,,,,,,,
AI7101,AI Course,Pluralsight,Intermediate,Advanced Topics in Intermediate AI Course,Hard,"AI, deep learning, machine learning",https://pluralsight.com/ai/intermediate,,,,,,,,
UI7102,UI/UX Design Course,Udemy,Intermediate,Introduction to Intermediate UI/UX Design Course,Easy,"UI, UX, design, user experience, user interface",https://udemy.com/ui/ux-design/intermediate,,,,,,,,
DE7103,DevOps Course,Coursera,Beginner,Introduction to Beginner DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://coursera.com/devops/beginner,,,,,,,,
DE7104,DevOps Course,Google Developers,Expert,Intermediate Concepts in Expert DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://googledevelopers.com/devops/expert,,,,,,,,
WE7105,Web Development Course,Google Developers,Beginner,Introduction to Beginner Web Development Course,Easy,"web development, frontend, backend, full-stack",https://googledevelopers.com/web-development/beginner,,,,,,,,
MA7106,Machine Learning Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://linkedinlearning.com/machine-learning/intermediate,,,,,,,,
CL7107,Cloud Computing Course,Pluralsight,Expert,Advanced Topics in Expert Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://pluralsight.com/cloud-computing/expert,,,,,,,,
SO7108,Software Engineering Course,Google Developers,Intermediate,Introduction to Intermediate Software Engineering Course,Easy,"software engineering, programming, coding, development",https://googledevelopers.com/software-engineering/intermediate,,,,,,,,
SO7109,Software Engineering Course,Udemy,Beginner,Advanced Topics in Beginner Software Engineering Course,Hard,"software engineering, programming, coding, development",https://udemy.com/software-engineering/beginner,,,,,,,,
UI7110,UI/UX Design Course,Google Developers,Intermediate,Advanced Topics in Intermediate UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://googledevelopers.com/ui/ux-design/intermediate,,,,,,,,
DE7111,DevOps Course,Coursera,Beginner,Advanced Topics in Beginner DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://coursera.com/devops/beginner,,,,,,,,
BL7112,Blockchain Course,Google Developers,Intermediate,Intermediate Concepts in Intermediate Blockchain Course,Medium,"blockchain, cryptocurrency, smart contracts",https://googledevelopers.com/blockchain/intermediate,,,,,,,,
MA7113,Machine Learning Course,Pluralsight,Beginner,Introduction to Beginner Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://pluralsight.com/machine-learning/beginner,,,,,,,,
CL7114,Cloud Computing Course,edX,Beginner,Advanced Topics in Beginner Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://edx.com/cloud-computing/beginner,,,,,,,,
MA7115,Machine Learning Course,Google Developers,Intermediate,Intermediate Concepts in Intermediate Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://googledevelopers.com/machine-learning/intermediate,,,,,,,,
BL7116,Blockchain Course,edX,Intermediate,Intermediate Concepts in Intermediate Blockchain Course,Medium,"blockchain, cryptocurrency, smart contracts",https://edx.com/blockchain/intermediate,,,,,,,,
UI7117,UI/UX Design Course,Google Developers,Beginner,Introduction to Beginner UI/UX Design Course,Easy,"UI, UX, design, user experience, user interface",https://googledevelopers.com/ui/ux-design/beginner,,,,,,,,
